NCT ID,ICD-10 Codes
NCT00345176,"['E08.36', 'G23.2']"
NCT00345293,['A18.14']
NCT00345358,"['A40.0', 'G00.1', 'T80.52', 'Y38.0']"
NCT00345371,['P04.41']
NCT00345384,"['A15.0', 'F11.10', 'H26.051', 'T88.52']"
NCT00345605,"['A69.22', 'D50.0', 'D55.1', 'E71.111']"
NCT00345631,"['A18.2', 'F01.50', 'G57.20', 'H40.061', 'I21.01', 'T81.505', 'Z95.5']"
NCT00345800,"['G47.411', 'P74.2', 'Z05.0']"
NCT00345865,"['A69.29', 'C81.00']"
NCT00345969,"['M48.40', 'Z47.1']"
NCT00346073,"['A36.0', 'A36.3', 'A37.00']"
NCT00346333,['G23.2']
NCT00346398,"['B00.0', 'B44.81', 'H95.131', 'J45.20', 'K08.55', 'L20.0', 'Z29.11']"
NCT00346775,"['A50.05', 'B44.81', 'C30.0', 'J30.2']"
NCT00347932,['A36.86']
NCT00348348,['A36.86']
NCT00348790,"['A04.71', 'A81.81', 'C00.0', 'C46.0', 'C84.60', 'C91.50', 'D22.0', 'H10.411']"
NCT00348946,"['E28.1', 'Q98.0']"
NCT00349622,"['F44.4', 'G12.21', 'T36.95']"
NCT00349713,"['B50.0', 'B50.9']"
NCT00349778,['C90.02']
NCT00349908,"['A52.01', 'I70.1']"
NCT00349921,"['A06.1', 'D81.3', 'F45.41', 'G90.50', 'T44.4']"
NCT00350103,['A52.15']
NCT00350142,"['C16.2', 'C25.0', 'C25.3', 'G47.22', 'O24.419']"
NCT00350220,"['A50.01', 'C71.5', 'D56.4', 'E87.71', 'M50.020', 'T71.20']"
NCT00350272,"['A02.0', 'E08.37']"
NCT00350402,"['A15.0', 'L81.6']"
NCT00350532,"['A06.1', 'F45.41', 'T44.4']"
NCT00350636,"['N32.81', 'N39.3']"
NCT00350870,"['F01.50', 'F14.11', 'K12.31', 'Z02.0', 'Z30.8']"
NCT00351273,"['A01.04', 'A18.17']"
NCT00351299,"['O86.0', 'R45.1', 'T88.52']"
NCT00351416,"['D50.0', 'Z76.2']"
NCT00351468,"['D61.3', 'D69.3', 'D69.41']"
NCT00351533,"['A15.0', 'B08.21', 'E63.0', 'F40.230', 'T54.2', 'T61.01']"
NCT00351819,"['F11.10', 'F45.41']"
NCT00352027,['C81.00']
NCT00352664,"['D70.1', 'G47.22', 'T88.52']"
NCT00352755,['K65.1']
NCT00352976,"['D46.0', 'N30.40', 'T86.00']"
NCT00353262,['D70.1']
NCT00353470,"['A69.22', 'F40.02']"
NCT00353496,"['A18.82', 'F94.0']"
NCT00353977,"['A18.2', 'B08.010', 'C71.7', 'P35.1', 'T81.503']"
NCT00354341,['D46.0']
NCT00354432,"['A04.71', 'A18.14']"
NCT00354484,"['D46.0', 'O71.2']"
NCT00354640,"['C22.0', 'C43.52']"
NCT00354770,"['F63.3', 'J30.81']"
NCT00354913,"['A04.71', 'C84.60', 'C91.50', 'H10.411', 'L51.0']"
NCT00355472,"['A18.2', 'C90.10']"
NCT00356031,"['C46.0', 'M67.20', 'M85.00']"
NCT00356187,['G89.11']
NCT00356278,"['G31.84', 'H16.211', 'H26.101', 'Z00.6']"
NCT00356304,['P91.4']
NCT00356759,"['A07.0', 'D68.52', 'I24.0', 'I48.0', 'P12.4', 'Q86.2']"
NCT00356889,"['A21.3', 'C24.0']"
NCT00357006,"['E28.0', 'F20.5', 'F20.81', 'F25.0']"
NCT00357032,"['A04.71', 'C90.10', 'H11.411']"
NCT00357396,"['A18.2', 'C46.0']"
NCT00357500,"['A00.9', 'C46.0', 'C81.00', 'C90.10', 'Z68.51']"
NCT00357877,['K02.3']
NCT00357968,['I21.01']
NCT00358007,"['C96.0', 'J70.0', 'R90.0']"
NCT00358150,"['A39.1', 'D50.0', 'E75.22']"
NCT00358332,"['B50.0', 'B50.9']"
NCT00358462,['A56.01']
NCT00358501,"['A06.4', 'D61.89', 'N52.02', 'T86.00', 'Z91.11']"
NCT00358579,"['H66.001', 'I46.9']"
NCT00358657,['D61.01']
NCT00359619,"['B08.010', 'B97.7']"
NCT00359632,"['A07.0', 'A52.15']"
NCT00359736,"['A21.2', 'G93.2', 'J45.990', 'M27.3']"
NCT00359983,"['A39.0', 'A41.3', 'H51.0', 'R94.113']"
NCT00360269,"['F10.10', 'F90.0']"
NCT00360490,['D61.3']
NCT00360828,"['A06.6', 'A17.0', 'C00.0', 'C84.60']"
NCT00361218,"['F25.1', 'P91.4']"
NCT00361374,"['F25.1', 'P91.4']"
NCT00361569,"['E28.310', 'N81.5']"
NCT00361634,['M05.10']
NCT00362375,"['A02.0', 'A18.17', 'A56.8', 'C91.50', 'D37.01', 'H40.011', 'Z01.82', 'Z59.4']"
NCT00362440,"['D68.51', 'M62.50']"
NCT00362609,"['K21.0', 'Y38.0']"
NCT00362817,"['A04.71', 'A06.6', 'A50.01']"
NCT00362882,"['A04.71', 'D70.1']"
NCT00363051,"['A18.82', 'C22.0', 'C25.3']"
NCT00363545,['A02.0']
NCT00364156,['Y36.810']
NCT00364689,"['B15.0', 'E51.2']"
NCT00364819,['K74.3']
NCT00364832,['D46.0']
NCT00365144,"['C25.0', 'C25.3']"
NCT00365378,['A02.29']
NCT00365391,"['A02.20', 'A04.71', 'G47.22', 'P59.20']"
NCT00365547,"['A04.71', 'A06.5', 'D70.1']"
NCT00365716,"['A02.29', 'A07.0', 'B97.7']"
NCT00365768,"['A02.20', 'A18.11', 'A18.2', 'A71.0', 'C46.0', 'C81.00', 'C81.49', 'C83.50', 'C90.10', 'E71.520', 'M31.30']"
NCT00365989,"['C00.0', 'C57.4', 'D10.0', 'D25.0']"
NCT00366275,"['A18.2', 'C82.00', 'D82.3', 'Q95.2']"
NCT00366444,"['F45.41', 'H05.331', 'H26.051']"
NCT00366535,"['E71.314', 'M25.60', 'M79.7']"
NCT00367380,"['A01.00', 'B08.21', 'B50.0', 'D46.0', 'R68.83']"
NCT00367458,"['A02.29', 'E70.321', 'E75.5', 'E78.70']"
NCT00367640,"['B44.81', 'J30.1', 'K08.55', 'Z29.11']"
NCT00367991,"['D69.1', 'I21.01']"
NCT00368290,['F14.21']
NCT00368316,"['A03.3', 'A03.9', 'A06.0', 'D68.312']"
NCT00368355,"['C81.00', 'C83.50', 'C90.10', 'C94.6', 'D76.1', 'T86.00']"
NCT00368459,['A18.17']
NCT00368836,"['A21.2', 'O88.211']"
NCT00369122,"['C22.0', 'G54.2']"
NCT00369486,"['E08.21', 'E08.311', 'H44.601', 'W90.2']"
NCT00369512,"['A06.7', 'A71.0', 'C22.7', 'D70.1', 'G47.21']"
NCT00369668,"['A52.00', 'G81.00', 'I70.208', 'Z57.0']"
NCT00369681,"['C81.00', 'C81.10', 'C81.20']"
NCT00370331,"['D61.3', 'D69.0', 'D69.3', 'D69.41']"
NCT00371631,"['A02.29', 'A04.0', 'A17.81', 'T80.211', 'Z00.6']"
NCT00372112,['G47.33']
NCT00372411,"['A19.0', 'G46.3', 'I70.208', 'O24.410', 'Z00.6']"
NCT00372957,['E08.00']
NCT00373295,"['F10.20', 'F10.230']"
NCT00373334,['A18.17']
NCT00373399,"['H40.011', 'Z28.1']"
NCT00373698,"['A15.7', 'A69.22', 'O34.211', 'P91.4']"
NCT00373880,['F14.11']
NCT00374088,"['A50.01', 'E28.0', 'Q55.23']"
NCT00374127,"['F10.20', 'H83.3', 'Z00.6']"
NCT00374244,['F20.5']
NCT00375609,['O88.211']
NCT00375713,"['B00.0', 'B00.1', 'L29.9']"
NCT00375830,['D70.1']
NCT00375934,"['F45.41', 'H05.331', 'H26.051']"
NCT00375973,"['A39.1', 'G93.3', 'M79.7']"
NCT00375999,['C96.0']
NCT00376168,['E75.22']
NCT00376220,"['F25.0', 'F31.0', 'P91.4']"
NCT00376506,"['A18.17', 'A69.22', 'D50.1', 'G46.3', 'O29.011', 'R13.19']"
NCT00376597,"['C43.52', 'I97.2']"
NCT00376675,"['A00.9', 'G93.3']"
NCT00376805,"['A04.71', 'C43.52']"
NCT00377156,"['A04.71', 'A18.14', 'C43.52', 'D70.1']"
NCT00377676,['E08.00']
NCT00377741,['P35.1']
NCT00378014,['A06.4']
NCT00378079,['P04.41']
NCT00378378,['K51.40']
NCT00378482,"['B38.81', 'C22.0', 'C43.0', 'C96.0']"
NCT00378508,"['E08.00', 'E16.0', 'K12.31']"
NCT00378534,"['A39.1', 'A87.2', 'C83.50', 'C90.10', 'C94.6']"
NCT00379340,['A18.11']
NCT00379821,['B50.0']
NCT00380081,['G47.09']
NCT00380250,['K58.1']
NCT00381550,"['A68.0', 'A81.81', 'C90.10', 'C93.12', 'C94.40', 'D47.3', 'K20.0', 'Q92.0']"
NCT00381641,"['A04.71', 'C22.0', 'C82.00', 'D46.0', 'H10.411', 'N17.2']"
NCT00381693,"['C94.40', 'D47.1', 'D47.3']"
NCT00381849,"['E72.01', 'Z87.442']"
NCT00381888,"['A30.2', 'C46.0', 'C57.00', 'C57.4', 'E28.0', 'G54.2', 'H18.52', 'N81.5', 'N85.00', 'N90.0', 'O88.211']"
NCT00382148,"['D61.810', 'J39.3', 'K08.55']"
NCT00382174,"['A06.1', 'A06.7', 'D56.1', 'G91.2']"
NCT00382200,"['C94.6', 'D46.1']"
NCT00382408,"['A15.0', 'B30.0']"
NCT00382590,"['C90.10', 'C94.6']"
NCT00382863,"['I31.4', 'I50.1']"
NCT00382928,"['F40.232', 'I31.4', 'I47.0', 'I49.01', 'O24.410']"
NCT00383448,"['A18.17', 'C22.0', 'C71.7', 'D55.1', 'E71.511', 'E75.00', 'E75.01', 'E75.11', 'E75.25', 'E76.22']"
NCT00383786,"['E08.37', 'F19.10', 'H26.101', 'O24.410']"
NCT00384449,['A18.17']
NCT00384670,['B08.010']
NCT00384748,['A52.00']
NCT00384813,['J45.20']
NCT00384956,"['A51.31', 'D46.1']"
NCT00385008,"['A69.22', 'E74.31']"
NCT00385268,"['F14.10', 'F14.21']"
NCT00385723,"['F48.2', 'H01.9']"
NCT00385801,"['F10.20', 'F14.10', 'F14.21']"
NCT00386022,"['C75.1', 'E22.2', 'N95.0', 'T38.5', 'Z76.2']"
NCT00386776,"['F40.232', 'O26.20', 'R03.0']"
NCT00387426,"['A04.71', 'A17.1', 'A51.31', 'A68.0', 'A81.2', 'A81.81', 'A87.2', 'C81.00', 'C83.50', 'C90.00', 'C90.10', 'C91.30', 'C93.12', 'C94.32', 'C94.40', 'D46.0', 'F20.3', 'H11.411']"
NCT00387621,"['C22.8', 'D70.4', 'D73.2', 'E28.0', 'I50.1']"
NCT00387959,"['A04.71', 'A87.2', 'C81.00', 'C81.49', 'C82.00', 'C90.10', 'H16.041']"
NCT00388297,['A18.81']
NCT00388349,['C81.00']
NCT00388362,['A18.17']
NCT00389324,"['D50.0', 'Z05.41']"
NCT00389467,"['A17.0', 'D50.0', 'G45.0', 'G46.3', 'R49.0']"
NCT00389610,"['B08.010', 'C25.0', 'C25.3', 'K12.31']"
NCT00389831,"['C30.0', 'G25.81', 'Y38.0']"
NCT00389974,"['A04.71', 'C22.0', 'G54.2']"
NCT00390299,"['A04.71', 'A67.3', 'C84.60']"
NCT00390429,"['A00.9', 'A04.71', 'D70.1']"
NCT00390546,['I47.1']
NCT00390780,"['A02.0', 'E08.37', 'E70.321', 'R13.12']"
NCT00390793,"['C83.50', 'C90.10', 'F81.81', 'Q92.0']"
NCT00390858,"['D56.0', 'E87.70', 'Z68.51']"
NCT00391170,"['A06.1', 'A18.17', 'C04.0', 'C08.0', 'C14.0', 'Q95.8', 'R68.13', 'T49.8']"
NCT00391469,"['I46.9', 'P80.0', 'R40.2113']"
NCT00391599,"['A01.09', 'O34.211']"
NCT00391625,['E75.22']
NCT00391716,"['E08.37', 'F10.10', 'F10.21', 'Z63.72']"
NCT00392054,"['A21.2', 'D59.5', 'I48.0', 'K12.31', 'T80.211']"
NCT00392223,['L70.0']
NCT00392327,['C84.60']
NCT00392379,"['F17.220', 'Y36.810']"
NCT00392678,"['E08.00', 'E66.01', 'E88.81', 'H01.9']"
NCT00392860,"['A17.81', 'I70.208', 'V00.811']"
NCT00392951,"['A15.4', 'A18.17', 'A18.85', 'D58.0', 'D59.0', 'D61.810', 'D68.62', 'D69.3', 'D69.41', 'D70.0', 'D70.9', 'E08.37', 'L93.2', 'M05.10']"
NCT00392990,"['A18.2', 'C81.00', 'L89.40']"
NCT00393029,"['C22.0', 'D68.52', 'D70.1', 'R79.1']"
NCT00393094,"['A06.6', 'C82.00', 'D61.810']"
NCT00393510,"['E08.21', 'S08.111', 'Y80.0']"
NCT00393848,"['H05.331', 'H26.131', 'I77.5', 'M16.0', 'M48.40', 'Z47.1']"
NCT00394212,"['E66.01', 'I42.0', 'O26.00', 'O62.0']"
NCT00394472,"['A18.17', 'P59.3', 'R40.2440']"
NCT00394706,"['I46.2', 'I46.9']"
NCT00394771,"['I85.00', 'O26.851', 'T38.4']"
NCT00395044,"['E08.37', 'F12.21']"
NCT00395083,['J43.9']
NCT00395304,['J45.20']
NCT00395460,"['A06.6', 'A07.0', 'A18.17', 'H53.72', 'R49.0']"
NCT00395538,"['A39.1', 'A52.77', 'C75.0', 'E20.9', 'M85.80', 'T50.7']"
NCT00395629,"['D50.0', 'E83.110', 'E87.70']"
NCT00395733,"['F01.50', 'R90.0']"
NCT00395850,"['D56.1', 'F14.21', 'Z00.6']"
NCT00395876,"['A81.81', 'T80.211']"
NCT00395993,"['A51.31', 'D46.0', 'I85.00']"
NCT00396032,"['E27.1', 'I95.3', 'T80.211']"
NCT00396084,['A15.0']
NCT00396253,"['I95.3', 'T80.211']"
NCT00396279,['H10.411']
NCT00396292,"['D46.0', 'O71.2']"
NCT00396318,"['A81.81', 'T80.211']"
NCT00397046,['C00.0']
NCT00397891,['A18.17']
NCT00397904,"['A04.71', 'C15.3', 'C16.0', 'C22.0', 'I85.00', 'I86.4']"
NCT00397930,"['A69.22', 'D70.1', 'F01.50', 'G93.3']"
NCT00397982,"['A04.71', 'C43.0']"
NCT00398073,"['A04.71', 'C43.0', 'H44.601']"
NCT00398138,"['A04.71', 'C45.0', 'C90.00', 'C90.10', 'C94.6', 'D46.1', 'D70.1', 'H11.411', 'K65.1']"
NCT00398398,"['D61.810', 'I86.4']"
NCT00398411,"['C71.7', 'C81.00', 'C81.09', 'C90.02', 'I25.710', 'R78.81']"
NCT00398476,"['A50.05', 'H59.811', 'R43.0']"
NCT00399308,"['A06.1', 'A48.52', 'E08.621', 'H34.821', 'I83.001', 'S22.5']"
NCT00399542,"['K58.1', 'K58.9', 'K59.09']"
NCT00399568,"['F45.41', 'N14.0', 'N99.3']"
NCT00400946,"['A18.4', 'C83.50', 'C90.10']"
NCT00401102,"['D37.01', 'P91.4']"
NCT00401752,"['A69.29', 'K25.9']"
NCT00401778,['D70.1']
NCT00401817,['C81.00']
NCT00402688,"['A54.22', 'N41.1']"
NCT00402714,"['E70.330', 'T86.00']"
NCT00403234,"['F11.10', 'F45.41', 'H26.131', 'Z30.45']"
NCT00403260,"['B50.0', 'K12.31']"
NCT00403455,"['H26.101', 'Z00.6']"
NCT00403559,['L21.9']
NCT00404092,"['B44.0', 'B44.7', 'M26.55']"
NCT00404768,"['D56.4', 'E28.310', 'O09.211', 'O09.291', 'T41.1']"
NCT00405067,"['E78.00', 'E78.70']"
NCT00405522,"['D78.11', 'T88.52']"
NCT00405652,"['A06.4', 'O09.70']"
NCT00405821,"['A02.0', 'A08.0', 'A18.15', 'A18.17', 'B00.82', 'E08.37', 'R68.13']"
NCT00405912,"['F10.20', 'O99.330']"
NCT00406133,['E08.00']
NCT00406692,"['F10.10', 'Z63.72']"
NCT00407966,"['A51.31', 'C90.10', 'C91.50', 'C92.00', 'C92.50', 'C94.00', 'C94.20', 'H11.411', 'K20.0']"
NCT00408499,"['A00.9', 'A04.71', 'D70.1']"
NCT00408590,"['E28.0', 'F20.3', 'H18.52', 'K65.1']"
NCT00408928,['D89.813']
NCT00409175,"['A50.43', 'A81.83', 'D56.4', 'E85.4', 'H11.011']"
NCT00409240,"['E08.00', 'F01.50', 'G93.2', 'Y35.001']"
NCT00409565,"['C22.0', 'D70.1']"
NCT00409578,"['A06.0', 'C22.8', 'I21.01']"
NCT00410059,"['D70.1', 'Z00.6']"
NCT00410813,"['A04.71', 'A52.77', 'C43.52', 'D70.1']"
NCT00410904,['A04.71']
NCT00411398,['F06.4']
NCT00411411,"['E08.00', 'E34.1', 'P59.3', 'R76.11']"
NCT00411463,"['F31.0', 'F31.81', 'K12.31', 'P91.4']"
NCT00411619,"['C81.10', 'H10.411', 'Q85.1', 'Z60.5']"
NCT00411632,"['D70.1', 'Z00.6']"
NCT00411645,"['P35.1', 'T86.00']"
NCT00412061,"['C00.0', 'C22.0', 'D70.1']"
NCT00412074,"['D51.0', 'E55.9']"
NCT00412087,"['D51.0', 'E55.9', 'Z33.1']"
NCT00412516,"['A39.81', 'A83.0']"
NCT00412841,['I77.5']
NCT00412854,"['A36.3', 'A37.00']"
NCT00412893,"['A02.29', 'A37.80', 'B44.0', 'B44.7', 'G47.21']"
NCT00412971,['A18.12']
NCT00413166,"['C92.42', 'T57.0']"
NCT00413283,"['A71.0', 'C96.0', 'D69.41', 'D70.1', 'G47.22']"
NCT00413634,['D47.3']
NCT00413777,['E28.2']
NCT00413972,['E78.00']
NCT00414167,"['E66.01', 'F50.81', 'F93.0', 'P04.1']"
NCT00414271,"['D61.810', 'I86.4']"
NCT00414388,['A18.14']
NCT00414596,['M54.5']
NCT00414648,['J84.81']
NCT00414700,"['C32.3', 'C40.80', 'G57.20', 'M00.061']"
NCT00414726,"['G45.0', 'K12.31']"
NCT00414908,"['B25.2', 'E27.1']"
NCT00415051,['A92.4']
NCT00415506,"['B02.34', 'H05.121']"
NCT00415532,"['D51.1', 'D69.1', 'D69.3', 'D69.41', 'I85.00']"
NCT00415610,"['D78.01', 'G46.3', 'G91.2', 'G93.2', 'I61.0', 'T46.5']"
NCT00416078,"['G30.9', 'O24.419']"
NCT00416351,"['A04.71', 'A06.3', 'C81.00', 'C81.49', 'C83.50', 'C84.60', 'C86.5', 'C90.10', 'C91.30']"
NCT00416455,"['C22.0', 'G54.2', 'N85.00']"
NCT00416494,"['A04.71', 'A54.6', 'C18.0', 'D70.1', 'K50.011']"
NCT00417417,"['H01.9', 'H18.51', 'I21.01', 'I70.1', 'T65.5']"
NCT00417612,"['A41.02', 'E21.0', 'E64.3', 'E83.31']"
NCT00417963,"['C75.4', 'G45.0', 'H04.541']"
NCT00417976,['C25.3']
NCT00418457,"['C43.52', 'C96.0', 'D70.1', 'H18.811', 'P04.0']"
NCT00418561,['E75.25']
NCT00418951,"['C90.10', 'C94.6']"
NCT00419120,['G98.0']
NCT00419341,"['A18.4', 'D50.0']"
NCT00419562,"['A50.45', 'E08.00', 'O24.414', 'R73.02']"
NCT00419666,"['L40.0', 'L40.4']"
NCT00419770,"['B46.0', 'B46.9', 'D50.0', 'K12.31']"
NCT00420459,['A39.1']
NCT00420771,"['F10.20', 'F11.21', 'T40.3']"
NCT00420992,"['A06.1', 'F11.10', 'F45.41', 'M00.061', 'M16.0']"
NCT00421148,['H18.811']
NCT00421174,"['A01.03', 'D61.3']"
NCT00421343,"['D78.11', 'M80.00', 'S22.41']"
NCT00421408,"['C75.0', 'D51.3', 'E83.81', 'K03.3', 'M80.00', 'Q95.8']"
NCT00421603,"['F14.10', 'F14.21']"
NCT00421993,['L70.0']
NCT00422058,"['D55.1', 'E66.01']"
NCT00422084,"['B50.0', 'K12.31']"
NCT00422097,['D70.1']
NCT00422240,['L70.0']
NCT00422812,"['G43.001', 'G43.501']"
NCT00423267,['B38.7']
NCT00423449,"['D70.1', 'G47.22']"
NCT00423514,"['A04.71', 'A18.17', 'A51.31', 'A68.0', 'C83.50', 'C90.00', 'C90.10', 'C93.32', 'C94.6', 'D46.1', 'E71.520', 'F20.3', 'H11.411']"
NCT00423592,['G93.2']
NCT00424021,['G93.2']
NCT00424047,['C90.02']
NCT00424099,"['G47.22', 'G93.3', 'T43.635', 'Y35.001']"
NCT00424177,"['D61.3', 'D69.3', 'D69.41']"
NCT00424385,['A18.14']
NCT00424398,['A36.86']
NCT00424749,"['A39.1', 'A69.29', 'N04.2']"
NCT00425113,"['A15.0', 'A31.2', 'G56.20']"
NCT00425477,"['A04.71', 'A51.31', 'C90.10', 'C91.50', 'C92.00', 'C92.50', 'C93.12', 'C94.00', 'C94.20', 'C94.6', 'D46.0', 'D46.1', 'D47.1', 'H11.411']"
NCT00425607,"['A39.1', 'P59.3']"
NCT00425698,['A18.11']
NCT00425802,"['A04.71', 'A87.2', 'C81.00', 'C81.49', 'C82.00', 'C90.10', 'H16.041']"
NCT00426153,"['A07.0', 'A42.1', 'E28.2', 'R16.0']"
NCT00426270,['D69.3']
NCT00426751,"['D73.5', 'I21.01']"
NCT00426842,"['A17.81', 'G91.2', 'H44.131', 'I95.1']"
NCT00426855,['C81.00']
NCT00427349,"['A04.71', 'A21.3', 'A39.1', 'C25.3', 'D63.0']"
NCT00427557,"['A18.17', 'A87.2', 'C71.7', 'C81.00', 'C81.21', 'C83.50', 'C90.02', 'C90.10', 'C94.6', 'C96.0', 'C96.4', 'D50.0', 'K42.0']"
NCT00427700,['E28.2']
NCT00427765,"['A18.2', 'C81.00', 'C90.02', 'C90.10', 'I25.710']"
NCT00427791,"['C83.50', 'C90.10', 'N30.40']"
NCT00428298,"['F25.0', 'F31.0', 'G31.84', 'H25.031', 'I69.011', 'I69.310', 'P91.4']"
NCT00428597,['C22.0']
NCT00428844,"['A01.05', 'M97.01', 'P36.30']"
NCT00428948,"['A18.11', 'E28.2']"
NCT00429143,"['E70.330', 'T86.00', 'W18.42']"
NCT00429182,"['C22.0', 'C43.52', 'D68.311', 'I25.710']"
NCT00429364,"['A39.1', 'I25.41', 'Q25.44', 'Z68.51']"
NCT00429416,"['A18.17', 'C71.7', 'C96.0', 'E70.330']"
NCT00429572,"['C43.52', 'T80.90']"
NCT00429923,['H01.9']
NCT00429949,"['D46.0', 'H21.82']"
NCT00430092,['H01.9']
NCT00430573,"['F10.20', 'F19.10', 'G31.84', 'H16.211']"
NCT00430625,"['B08.21', 'D56.1', 'D89.40', 'E75.22', 'Z47.1']"
NCT00430768,"['D50.0', 'G47.21', 'K12.31', 'N98.3']"
NCT00430781,"['A04.71', 'A71.0', 'C96.0', 'E32.0', 'G47.22', 'G54.2']"
NCT00431184,"['F06.33', 'F25.0', 'F31.0']"
NCT00431834,['I48.0']
NCT00431951,['Z76.2']
NCT00432094,"['A71.0', 'A81.81', 'C91.50', 'E28.0', 'E29.0', 'E71.520']"
NCT00432445,"['E08.3213', 'E08.39', 'G44.051', 'H05.821', 'H44.601', 'J70.0', 'R82.71']"
NCT00432562,"['C43.52', 'C81.00', 'D70.1']"
NCT00432744,"['A15.0', 'E56.0', 'E88.40']"
NCT00432835,"['D61.3', 'E08.00', 'K31.84', 'O86.0', 'R11.0', 'R11.14', 'R39.14']"
NCT00432991,"['O34.211', 'R11.0', 'R11.14']"
NCT00433147,['E75.22']
NCT00433199,['D50.0']
NCT00433550,"['A04.71', 'A06.3']"
NCT00433771,"['C00.0', 'C24.0', 'H04.531']"
NCT00434018,"['A17.81', 'Y38.0']"
NCT00434057,"['C43.0', 'D70.1', 'L81.7']"
NCT00434109,"['B15.0', 'C25.3', 'E70.20', 'G45.0', 'P59.3']"
NCT00434421,"['B44.81', 'J45.20', 'K08.55', 'Z29.11']"
NCT00434876,"['G47.09', 'Z63.72']"
NCT00434993,"['A15.0', 'F40.230', 'G62.81', 'J95.851']"
NCT00435370,"['F20.5', 'Y36.810']"
NCT00435539,"['H35.381', 'H43.821']"
NCT00435929,"['A02.0', 'E08.37']"
NCT00436215,"['C00.0', 'C57.00', 'E28.0', 'K65.1']"
NCT00436345,"['H02.021', 'P04.0', 'Z59.0']"
NCT00436475,"['E08.00', 'E73.0', 'E88.81']"
NCT00436852,"['A04.71', 'B00.7']"
NCT00436904,"['A87.2', 'C90.10']"
NCT00436956,"['A18.14', 'A41.02', 'A52.77', 'D46.0']"
NCT00438100,"['C96.0', 'K12.31']"
NCT00438256,"['C25.3', 'J70.0']"
NCT00438464,['A18.14']
NCT00438490,"['A52.77', 'G43.821', 'O24.419', 'O92.6', 'Z76.2']"
NCT00438659,"['A01.09', 'A04.71', 'C22.0', 'C43.52', 'F43.8', 'J70.0']"
NCT00438802,"['A04.71', 'C81.00', 'C81.49', 'C84.60', 'C86.5']"
NCT00438815,"['D56.4', 'P59.3']"
NCT00439179,['C25.3']
NCT00439218,"['C22.8', 'G12.0', 'G12.20', 'G12.29', 'M41.40', 'P74.2']"
NCT00439231,"['A87.2', 'D47.2', 'D82.3', 'F40.232']"
NCT00439374,"['A18.16', 'G54.2', 'O34.211']"
NCT00439413,['F10.20']
NCT00439465,"['C90.00', 'T86.00']"
NCT00439569,"['C22.8', 'G12.0', 'G12.20', 'G12.29', 'M41.40', 'P74.2']"
NCT00439608,"['D70.1', 'I85.00', 'I86.4']"
NCT00440037,"['A83.0', 'D69.3', 'E08.37']"
NCT00440115,['Y36.810']
NCT00440700,"['F06.4', 'G47.33', 'J95.851']"
NCT00440999,"['B50.0', 'B51.0', 'K12.31']"
NCT00441090,['D69.3']
NCT00441116,"['A51.32', 'G47.21', 'L64.9']"
NCT00441272,"['A02.0', 'A06.4', 'B15.0', 'D68.51', 'E08.37']"
NCT00441285,"['B68.0', 'D59.0', 'G40.001']"
NCT00441727,"['K25.9', 'K26.9', 'K27.0']"
NCT00442260,"['C43.52', 'G47.22']"
NCT00442364,"['C34.01', 'I83.001', 'Q25.0']"
NCT00443079,"['D84.0', 'E63.0', 'P04.0', 'Z00.6']"
NCT00443118,"['L08.82', 'O29.60', 'T82.518']"
NCT00443755,"['A18.17', 'A50.54', 'D68.51', 'E08.00', 'E88.81', 'M31.1']"
NCT00444028,['F20.5']
NCT00444964,['A39.1']
NCT00445211,"['D75.82', 'H35.82', 'I85.00', 'R57.0', 'T82.513']"
NCT00445302,['M10.30']
NCT00445965,"['A04.71', 'A06.3', 'A18.2', 'A81.81', 'B00.7', 'C43.0', 'C46.0', 'C57.4', 'C75.3', 'C82.50', 'C84.60', 'C91.50', 'D33.0', 'D33.1', 'D70.1', 'E23.3', 'E28.0', 'E71.520', 'G11.1', 'G90.50', 'H05.821', 'H44.601']"
NCT00445978,"['A18.17', 'H18.51', 'T65.5']"
NCT00446043,['L70.0']
NCT00446147,"['A39.1', 'E53.1']"
NCT00446264,"['E08.00', 'E08.641', 'E88.81']"
NCT00446290,"['C16.0', 'O30.091']"
NCT00446550,['E75.22']
NCT00446992,"['F20.5', 'F25.0']"
NCT00447005,"['C22.0', 'Y38.0']"
NCT00447382,['E08.00']
NCT00447499,"['E07.0', 'E22.0', 'E22.2']"
NCT00447694,"['D50.0', 'D56.1', 'E87.70']"
NCT00447876,['M35.4']
NCT00448136,['C96.0']
NCT00448201,"['A04.71', 'A19.1', 'A51.31', 'A68.0', 'A87.2', 'C81.00', 'C81.49', 'C82.00', 'C83.50', 'C88.0', 'C90.00', 'C90.10', 'C91.30', 'C94.40', 'C94.6', 'D46.0', 'D46.1', 'D47.1', 'E71.520', 'H11.411', 'H16.041', 'M31.30']"
NCT00448227,"['A02.29', 'B00.82']"
NCT00448669,['A02.0']
NCT00448747,"['D50.0', 'E22.2']"
NCT00449540,"['G43.001', 'G43.501']"
NCT00449644,['A15.0']
NCT00450177,"['A02.29', 'D46.0', 'D50.0', 'G62.81']"
NCT00450190,['A69.22']
NCT00450749,['A18.14']
NCT00450801,"['C81.00', 'L89.40']"
NCT00450814,"['A04.71', 'D46.0']"
NCT00450866,"['A04.71', 'C43.52', 'D70.1']"
NCT00451048,"['C93.12', 'C94.6', 'D46.1']"
