NCT ID,ICD-10 Codes
NCT02623829,"['B96.21', 'H17.9', 'K03.0']"
NCT02623972,"['A18.17', 'L51.2']"
NCT02624180,['I21.01']
NCT02624388,"['C46.0', 'C81.00', 'C81.09', 'C96.0', 'D61.810', 'E71.520', 'Z68.51']"
NCT02624518,['A18.14']
NCT02624778,['A18.17']
NCT02624804,['E08.00']
NCT02624843,['C25.0']
NCT02624869,"['E78.00', 'E78.01', 'E78.70', 'J84.83', 'Z68.51']"
NCT02625090,"['A41.02', 'D68.51', 'F44.5', 'G40.001']"
NCT02625207,['Z76.2']
NCT02625259,"['C00.0', 'K12.31']"
NCT02625298,"['K04.6', 'P11.0']"
NCT02625610,"['C16.0', 'D70.1', 'G47.22', 'I85.00']"
NCT02625909,['A51.45']
NCT02625974,['A18.17']
NCT02626000,"['A04.71', 'C22.0']"
NCT02626026,['M05.10']
NCT02626156,"['E08.21', 'E08.621', 'E27.1', 'G93.2', 'H34.821', 'I83.001', 'Z42.1']"
NCT02626455,"['C81.00', 'Z00.6']"
NCT02626611,['K08.55']
NCT02626715,"['C90.10', 'C94.6', 'C96.0']"
NCT02627677,"['A07.0', 'C90.10', 'C96.0', 'D47.1', 'E70.330']"
NCT02627794,"['C15.4', 'H21.511', 'H40.041', 'J01.00', 'T81.504']"
NCT02628236,"['L11.0', 'L57.0']"
NCT02628405,"['A04.71', 'C85.20', 'D46.0']"
NCT02628444,['B08.010']
NCT02628626,"['C22.0', 'K58.0', 'K90.0', 'N39.3', 'R15.9']"
NCT02628938,"['C14.0', 'R19.6']"
NCT02629354,['Z76.2']
NCT02629393,['E61.5']
NCT02629419,"['B37.0', 'B37.3', 'D82.4', 'D83.2', 'D84.0', 'N47.3']"
NCT02629991,['A39.1']
NCT02630316,"['A21.2', 'A50.31', 'G93.2', 'R76.11']"
NCT02630992,"['A02.0', 'A38.0', 'R04.81', 'T36.1', 'T36.95']"
NCT02631148,"['E66.01', 'G83.5']"
NCT02631538,"['A18.4', 'A39.1', 'T41.1', 'Y38.0']"
NCT02631590,"['A18.12', 'A18.17', 'A21.3', 'B15.0', 'C22.0', 'G47.22']"
NCT02631603,"['J39.3', 'M27.3', 'W61.91']"
NCT02631941,['J45.20']
NCT02631954,['A02.0']
NCT02632045,"['C22.0', 'C43.52', 'C96.0', 'D70.1']"
NCT02632110,['L57.0']
NCT02632344,"['A07.0', 'A15.0', 'A36.2', 'B97.7']"
NCT02632409,['G47.22']
NCT02632526,"['A50.54', 'C14.0', 'C18.2', 'H43.20', 'O24.410', 'Y38.0', 'Z76.2']"
NCT02632721,['C90.10']
NCT02632812,['A21.3']
NCT02633020,"['C81.00', 'D46.0']"
NCT02633059,"['A04.71', 'Q92.0']"
NCT02633137,['C83.19']
NCT02633293,"['A21.2', 'A50.31', 'G93.2', 'R76.11']"
NCT02633397,['A18.17']
NCT02633501,"['D84.0', 'G56.20']"
NCT02633540,"['A36.2', 'C32.0']"
NCT02634307,['A68.0']
NCT02634333,"['E08.21', 'E08.311', 'E08.3211', 'H18.51']"
NCT02634684,"['A69.22', 'A81.81', 'B96.0', 'F20.5', 'F25.0', 'G24.01', 'G31.84', 'I69.011', 'P96.2', 'T38.905', 'T46.0', 'Z60.5']"
NCT02635009,['C22.0']
NCT02635386,"['D68.311', 'E28.2', 'E66.01', 'T44.4']"
NCT02635750,['Z76.2']
NCT02635776,"['B08.8', 'B44.81', 'K08.55', 'Z29.11', 'Z51.6']"
NCT02636049,"['N18.6', 'Y99.2']"
NCT02636283,['A18.2']
NCT02636361,['Z76.2']
NCT02636582,['C22.0']
NCT02636699,['K08.55']
NCT02636946,"['B73.02', 'G93.2']"
NCT02637037,"['E08.00', 'V17.0', 'Y38.0', 'Z76.2']"
NCT02637141,"['I77.4', 'K90.0', 'K90.41']"
NCT02637427,"['C90.10', 'D78.01', 'I85.00']"
NCT02638051,"['D50.0', 'K65.1', 'P81.0', 'R18.0', 'R18.8', 'Y80.0']"
NCT02638597,['Y36.810']
NCT02639065,"['I85.00', 'P59.3']"
NCT02639182,['C22.0']
NCT02639390,"['F98.4', 'G46.3', 'I70.208']"
NCT02639910,['A87.2']
NCT02640508,"['C81.09', 'D70.1']"
NCT02640625,['H95.131']
NCT02640664,"['C40.00', 'E08.311', 'H40.011', 'K12.31', 'O42.011', 'R40.2320']"
NCT02641067,['M10.30']
NCT02641093,['D70.1']
NCT02641236,"['A18.17', 'C96.0']"
NCT02641353,"['T36.0', 'Z76.2']"
NCT02641691,"['A54.6', 'C00.0', 'C96.0', 'D70.1', 'K50.011']"
NCT02642094,['D70.1']
NCT02642393,['R94.113']
NCT02643303,"['A06.7', 'A18.12', 'A18.14', 'C22.0', 'C43.0', 'C43.52', 'C46.0', 'C81.09', 'D00.00', 'D68.312', 'D70.1', 'E29.0']"
NCT02643667,"['A18.14', 'N52.31']"
NCT02643862,['K08.55']
NCT02644096,"['A01.02', 'K08.54', 'Z47.1']"
NCT02644356,['Z55.0']
NCT02644525,['B74.3']
NCT02644967,['C43.0']
NCT02645253,"['G47.33', 'J45.20', 'T50.7', 'Y38.0', 'Z76.2']"
NCT02645617,['K02.3']
NCT02646124,['M54.5']
NCT02646371,['A03.9']
NCT02646449,['F25.1']
NCT02646982,"['G30.9', 'G93.2', 'H11.011', 'M10.30']"
NCT02647203,"['K02.3', 'Z00.6', 'Z29.3']"
NCT02648282,"['B08.010', 'C25.3', 'D68.312', 'J70.0', 'Z29.11']"
NCT02648347,"['A06.1', 'A18.11', 'A50.54', 'A98.5', 'D46.0', 'D56.4', 'E08.37', 'E27.1', 'F60.7', 'G47.21', 'I27.23', 'M10.30', 'P59.3', 'Y38.0']"
NCT02648438,"['A19.1', 'G47.33', 'J45.20', 'Y38.0', 'Z76.2']"
NCT02648477,"['C22.0', 'C43.52', 'E28.0', 'E70.320', 'T50.7']"
NCT02648724,"['A80.1', 'C22.0', 'D68.52', 'D70.1', 'G47.22']"
NCT02648932,"['A17.81', 'C90.10', 'C94.6', 'C96.0', 'P00.0']"
NCT02649218,"['A06.1', 'H66.001', 'L50.9', 'M83.5', 'Y38.0']"
NCT02649439,"['A18.14', 'B08.010', 'Z29.11', 'Z30.40']"
NCT02649855,"['A18.14', 'B08.010', 'C96.0', 'D82.3', 'H53.011', 'Z29.11']"
NCT02650193,['C43.52']
NCT02650856,"['D50.0', 'D69.1', 'H26.131', 'M16.0']"
NCT02650895,['Z76.2']
NCT02650986,"['A06.7', 'A41.02', 'C00.0', 'C22.0', 'C43.0', 'C57.00', 'E28.0', 'G47.22', 'K65.1', 'M67.20']"
NCT02651220,['L70.9']
NCT02651259,['A15.0']
NCT02651272,"['A18.17', 'G93.2']"
NCT02651675,"['A07.0', 'A50.54', 'E78.00', 'E88.81', 'I70.1', 'K12.31', 'Z79.810']"
NCT02651987,['C25.3']
NCT02652767,"['A07.0', 'A18.17', 'A50.44', 'A69.22', 'D56.4', 'D72.0', 'E88.40', 'F40.231']"
NCT02652780,"['A07.0', 'A18.17', 'A50.44', 'A69.22', 'D56.4', 'D72.0', 'E88.40', 'F40.231']"
NCT02653300,"['E08.00', 'K75.81']"
NCT02653391,['H18.51']
NCT02653625,['K80.30']
NCT02653872,"['Y38.0', 'Z76.2']"
NCT02653976,['A18.2']
NCT02654587,"['D70.1', 'G47.22', 'P96.2', 'R68.13', 'Z29.11']"
NCT02654717,['L57.0']
NCT02654769,['L57.0']
NCT02654782,['R77.0']
NCT02654860,['Z30.8']
NCT02654977,"['A81.83', 'K75.81']"
NCT02654990,"['C90.02', 'D46.0']"
NCT02655510,['K70.11']
NCT02655653,['I85.00']
NCT02655692,"['V09.01', 'Z00.6']"
NCT02656017,"['A18.11', 'A18.17', 'E28.2', 'E70.311']"
NCT02656160,['G47.39']
NCT02656303,['A87.2']
NCT02656329,"['C85.20', 'D61.89', 'G60.2', 'G97.2', 'I50.1', 'Z45.02']"
NCT02656420,['P04.6']
NCT02656485,['L70.0']
NCT02656706,"['C43.0', 'G47.22']"
NCT02657005,['C46.0']
NCT02657343,"['C43.52', 'E70.321']"
NCT02657356,"['G93.2', 'M26.25']"
NCT02657408,['Z76.2']
NCT02657434,['D70.1']
NCT02657551,['A18.81']
NCT02657889,"['C43.52', 'C57.00', 'C96.0', 'E28.0', 'E70.320', 'G47.22', 'K65.1', 'P59.3']"
NCT02658019,['P59.20']
NCT02658097,"['D70.1', 'J70.0']"
NCT02658175,"['A81.83', 'C22.8', 'E78.6']"
NCT02658487,"['A51.31', 'C90.10', 'C92.32', 'C94.6']"
NCT02658812,"['A04.71', 'A18.17', 'C00.0', 'C43.52']"
NCT02658890,"['C43.0', 'D70.1', 'G47.22']"
NCT02658968,"['A07.0', 'C81.00', 'C83.39', 'C88.0', 'C96.0', 'D46.0', 'G47.21', 'H51.0', 'I89.0', 'T83.711']"
NCT02659020,['C46.0']
NCT02659059,['D70.1']
NCT02659514,"['C43.52', 'E70.321', 'P59.3']"
NCT02659540,['C43.0']
NCT02659943,"['C71.7', 'C81.00', 'K12.31', 'R85.614', 'T80.90', 'Y07.13']"
NCT02660528,['F25.1']
NCT02660944,['H01.121']
NCT02661022,"['C90.02', 'D46.0']"
NCT02661126,['A51.45']
NCT02661178,"['A02.0', 'A07.0', 'A18.17', 'B73.00', 'B74.9', 'C14.0', 'C18.2', 'C49.0', 'E09.00', 'G47.21', 'Y38.0', 'Z63.6', 'Z76.2']"
NCT02661282,"['A04.71', 'C00.0', 'P35.1']"
NCT02661464,"['A08.11', 'A18.17', 'B08.010', 'E77.0', 'Y38.0', 'Z76.2']"
NCT02661594,"['Y99.2', 'Z76.2']"
NCT02661815,"['C57.00', 'E28.0', 'K65.1']"
NCT02662062,"['A18.12', 'B44.0']"
NCT02662985,"['A01.04', 'D47.2', 'L40.51', 'M12.20', 'V91.33', 'Z00.6', 'Z29.8']"
NCT02663271,"['C00.0', 'L51.0']"
NCT02663453,"['K71.0', 'O42.011', 'T61.01']"
NCT02663518,"['A06.7', 'A18.2', 'A87.2', 'C81.00', 'C81.09', 'C90.02', 'C96.21', 'D46.1', 'D47.1', 'D70.1', 'E70.330']"
NCT02663622,"['A18.17', 'C90.10', 'C96.0']"
NCT02663687,['D56.4']
NCT02663752,"['C94.6', 'F81.81']"
NCT02663895,"['C81.10', 'L94.2']"
NCT02663908,['A18.14']
NCT02664441,"['E16.3', 'E23.3', 'E63.1', 'E66.01', 'E87.0', 'F07.0', 'M83.5', 'O26.00', 'Y35.001', 'Z30.016']"
NCT02664961,"['O12.00', 'O36.5110', 'P59.3']"
NCT02665143,"['C90.10', 'D46.0']"
NCT02665260,['B08.1']
NCT02665728,['K59.09']
NCT02666105,['D70.1']
NCT02666352,['A51.45']
NCT02666768,['Q78.2']
NCT02666846,"['F45.41', 'T49.8']"
NCT02667236,['L82.1']
NCT02667275,['L82.1']
NCT02667288,['L82.1']
NCT02667392,"['G46.3', 'J45.990', 'R26.0', 'Y93.01']"
NCT02667444,['L70.0']
NCT02667457,"['B83.4', 'B88.3', 'C75.4', 'H04.541']"
NCT02667483,['G71.0']
NCT02667587,['C96.0']
NCT02667639,"['D56.1', 'Y38.0', 'Z76.2']"
NCT02667704,['Z76.2']
NCT02667886,['C22.0']
NCT02668185,['N95.0']
NCT02668393,['C22.0']
NCT02668653,"['C90.10', 'D61.810', 'E70.20', 'E70.321']"
NCT02668666,"['C00.0', 'C43.52', 'E28.0', 'L51.2', 'P59.3', 'T50.7']"
NCT02668783,['N94.4']
NCT02668822,['N94.4']
NCT02669849,['G54.2']
NCT02671435,"['G47.22', 'Z29.11']"
NCT02672332,['L70.0']
NCT02672423,['Z76.2']
NCT02673151,"['A04.71', 'A18.14', 'D61.89']"
NCT02673333,['E27.0']
NCT02673398,"['C22.0', 'C43.52']"
NCT02673619,"['L74.510', 'T49.8']"
NCT02674061,"['C96.0', 'G93.82']"
NCT02674529,"['F25.1', 'P91.4']"
NCT02675907,"['F45.41', 'G47.21', 'M21.619', 'P04.0']"
NCT02676466,"['H01.9', 'R26.0']"
NCT02676765,"['B44.81', 'Z29.11', 'Z51.6']"
NCT02676778,"['A06.7', 'A18.2', 'G47.21']"
NCT02676843,['G31.01']
NCT02676895,['A02.29']
NCT02677038,['C25.3']
NCT02677324,['C88.0']
NCT02677714,"['A36.81', 'C43.52']"
NCT02677844,['Z76.2']
NCT02677922,['C90.10']
NCT02678286,"['F45.41', 'G47.21', 'P04.0']"
NCT02678312,"['C71.5', 'T69.8', 'Z68.51']"
NCT02678351,['A18.14']
NCT02678689,"['A18.17', 'E75.4']"
NCT02678741,['C43.0']
NCT02679235,['C31.2']
NCT02679469,['F10.21']
NCT02679560,"['M48.40', 'S22.41']"
NCT02679729,"['E84.0', 'T41.0', 'T41.1', 'Y38.0', 'Z76.2']"
NCT02680041,['A18.14']
NCT02680314,"['A18.16', 'G13.0']"
NCT02680574,"['A06.1', 'A18.11', 'A50.54', 'A98.5', 'D46.0', 'D56.4', 'E08.37', 'E27.1', 'F60.7', 'G47.21', 'I27.23', 'M10.30', 'P59.3', 'Y38.0']"
NCT02680587,"['A18.14', 'J70.0', 'N52.37']"
NCT02682238,['L74.510']
NCT02682264,"['E28.1', 'L70.0', 'L70.9']"
NCT02683083,"['C43.52', 'Z76.2']"
NCT02683187,"['D56.0', 'E16.0', 'E16.3', 'T36.0', 'Z76.2']"
NCT02683239,['M16.0']
NCT02683421,"['M05.10', 'R90.0']"
NCT02683577,['M10.30']
NCT02683772,"['A15.0', 'E27.1', 'H04.531']"
NCT02684058,"['A06.6', 'A81.81', 'C00.0', 'C71.5', 'C82.00', 'C82.50', 'C84.60', 'E70.321', 'E71.520', 'G11.1', 'G12.0', 'H10.411', 'W31.2']"
NCT02684097,"['L63.1', 'L63.9']"
NCT02684279,['F50.81']
NCT02684396,"['K12.31', 'Z76.2']"
NCT02684435,"['A06.1', 'A18.17']"
NCT02684461,"['D68.312', 'D69.3', 'D70.1']"
NCT02684578,"['G23.2', 'K14.1']"
NCT02684851,['S22.41']
NCT02685033,"['A01.05', 'T36.95']"
NCT02685267,['A18.14']
NCT02685709,"['E22.0', 'T50.7']"
NCT02685748,['F20.5']
NCT02686658,"['A18.17', 'D84.1', 'G23.2', 'K14.1', 'M27.51']"
NCT02687451,"['A06.0', 'H26.051', 'O86.0']"
NCT02688088,['C00.0']
NCT02688387,"['G93.2', 'V17.0']"
NCT02688608,['C84.60']
NCT02688647,"['A07.0', 'A21.2', 'A50.31', 'E84.0', 'J84.112']"
NCT02688985,['A68.0']
NCT02689063,"['H26.051', 'N14.0']"
NCT02689284,"['C16.0', 'I85.00', 'I86.4']"
NCT02689427,"['C22.0', 'C43.52', 'E28.1']"
NCT02689453,"['A06.7', 'A18.2', 'C81.00', 'C88.4', 'C90.10', 'C91.30', 'D47.2', 'F60.7']"
NCT02690558,"['A18.12', 'B44.0']"
NCT02690714,['A50.01']
NCT02690727,"['E08.00', 'R73.01', 'Z76.2']"
NCT02691182,['F90.0']
NCT02692235,"['E71.314', 'M62.84']"
NCT02692248,['C83.39']
NCT02692391,"['B25.2', 'D61.89']"
NCT02692755,"['T50.7', 'T63.061']"
NCT02693119,['D56.4']
NCT02693418,['Z76.2']
NCT02693704,['H90.0']
NCT02693717,['C22.0']
NCT02695160,['D68.311']
NCT02695537,"['F44.5', 'G40.001']"
NCT02695628,"['C22.0', 'K70.30']"
NCT02695771,"['A18.12', 'A18.13', 'B44.0', 'C96.0']"
NCT02696031,"['M45.9', 'Z91.041']"
NCT02696096,['P04.41']
NCT02696616,['Z76.2']
NCT02696902,['A41.52']
NCT02696980,"['E66.01', 'J45.20']"
NCT02697188,['A18.15']
NCT02697240,['A18.17']
NCT02697591,"['C22.0', 'C43.0', 'C54.1', 'C81.09', 'D70.1', 'G47.22', 'I77.5']"
NCT02697617,['E28.2']
NCT02698215,['F10.20']
NCT02698566,['E08.311']
NCT02698826,['I46.9']
NCT02699086,['F90.0']
NCT02699749,"['C96.0', 'K12.31']"
NCT02700048,"['E08.00', 'E08.641']"
NCT02700412,"['F44.5', 'G40.001']"
NCT02700529,['I97.2']
NCT02700841,['C90.00']
NCT02701400,['A04.71']
NCT02702115,"['D68.52', 'D72.0', 'E76.02', 'K12.31', 'L03.011', 'M96.621', 'N91.0']"
NCT02702180,['J84.01']
NCT02702388,"['A18.81', 'G47.21']"
NCT02702492,['C43.0']
NCT02702518,['A18.17']
NCT02703272,['C81.00']
NCT02703324,['E08.00']
NCT02703337,['E08.00']
NCT02703779,"['C71.7', 'C90.02', 'I25.710', 'T86.00', 'W46.1']"
NCT02704156,"['C25.3', 'E08.37', 'J70.0']"
NCT02704403,"['A18.17', 'E84.0', 'K75.81']"
NCT02704429,['L10.0']
NCT02705352,"['C96.0', 'H02.101', 'I25.760', 'Z42.1']"
NCT02705755,"['A18.17', 'A19.1', 'C47.0', 'I95.1', 'I95.3']"
NCT02705820,['D70.1']
NCT02706392,"['A04.71', 'A87.2', 'C00.0', 'C22.0', 'C43.52', 'C83.50', 'C96.0', 'D70.1']"
NCT02706405,"['A04.71', 'C81.00', 'C83.39', 'C85.20', 'D46.0', 'Q92.5', 'Z29.11']"
NCT02706626,['D70.1']
NCT02706717,['A02.29']
NCT02706730,['H81.09']
NCT02706886,"['E72.53', 'P96.2']"
NCT02706925,['Z76.2']
NCT02707055,"['E08.37', 'F10.10', 'Z63.72']"
NCT02707523,['A15.0']
NCT02708641,['C90.10']
NCT02708849,['A69.22']
NCT02708966,"['O24.419', 'R73.02']"
NCT02709005,"['A04.0', 'N81.5']"
NCT02709096,['L70.0']
NCT02709512,"['C45.0', 'C45.9']"
NCT02709577,['E08.00']
NCT02709655,['F25.1']
NCT02709720,"['A18.17', 'D70.1', 'O77.1']"
NCT02710084,['A39.1']
NCT02710240,['O36.5110']
NCT02710396,"['C22.0', 'D70.1']"
NCT02710422,"['A18.14', 'N52.31', 'O30.001', 'T86.290']"
NCT02710669,['I48.0']
NCT02711553,"['C24.0', 'D70.1', 'G47.22']"
NCT02711826,"['D68.311', 'H01.9', 'T86.00', 'Z59.3']"
NCT02711852,['E70.330']
NCT02711956,"['A18.14', 'A41.02', 'G47.21', 'P59.3']"
NCT02712424,"['A15.0', 'B08.010']"
NCT02712554,"['F45.41', 'R11.0', 'R11.14']"
NCT02712905,"['C90.10', 'C94.40', 'C94.6', 'D70.1', 'E70.330', 'P59.3']"
NCT02713126,['I50.1']
NCT02713243,"['K58.0', 'K90.0']"
NCT02713256,"['A18.17', 'P72.1']"
NCT02713373,"['A04.71', 'D70.1']"
NCT02713386,"['C57.00', 'E28.0', 'K65.1']"
NCT02713789,['E28.0']
NCT02714205,['N95.0']
NCT02715804,"['A71.0', 'B08.21', 'C25.3']"
NCT02716038,"['C22.0', 'D70.1']"
NCT02716675,['A02.0']
NCT02716974,['A18.14']
NCT02716987,"['K12.31', 'Z76.2']"
NCT02717442,"['A88.1', 'H81.09']"
NCT02717455,"['C82.50', 'D51.0']"
NCT02717507,"['C00.0', 'C96.0']"
NCT02717754,['Y99.2']
NCT02718300,"['C94.40', 'D47.1', 'D47.3', 'P59.3']"
NCT02718716,['D69.41']
NCT02718820,['C22.0']
NCT02719327,"['A06.6', 'A52.12', 'E63.0', 'G30.9']"
NCT02719691,"['C43.52', 'E70.320', 'P59.3']"
NCT02720094,"['A02.0', 'H16.211']"
NCT02720185,['C96.0']
NCT02720224,"['E28.310', 'Z30.012']"
NCT02720484,"['A04.71', 'C22.0']"
NCT02720627,"['E28.1', 'L70.0', 'L70.9']"
NCT02720692,"['F45.41', 'G47.21', 'P04.0']"
NCT02720744,"['G47.411', 'G47.419', 'K03.0']"
NCT02721069,"['F44.5', 'G40.001', 'X50.3']"
NCT02721277,"['A04.71', 'G47.33', 'H26.131', 'K71.0', 'L08.82']"
NCT02721732,"['A18.7', 'C00.0', 'C22.0', 'D70.1', 'F01.50', 'N17.2', 'Q54.1']"
NCT02721979,['A18.14']
NCT02722239,['E08.00']
NCT02722941,"['C90.02', 'C96.0', 'I25.710']"
NCT02723162,['F17.219']
NCT02723201,['Z76.2']
NCT02723331,"['A30.2', 'C25.0', 'C25.3', 'J70.0', 'K12.31']"
NCT02723344,"['E08.3211', 'H01.9', 'H26.101']"
NCT02723630,['Z76.2']
NCT02723773,"['B00.82', 'M83.5', 'Y38.0']"
NCT02723864,"['C96.0', 'H40.061', 'K12.31']"
NCT02723955,"['C96.0', 'T50.7']"
NCT02724020,"['C22.0', 'K12.31']"
NCT02724423,"['G40.001', 'X50.3']"
NCT02724592,['K02.3']
NCT02725268,"['K12.31', 'N85.00']"
NCT02725528,['A18.17']
NCT02725567,['E84.0']
NCT02725580,"['A18.17', 'E75.4', 'N98.3']"
NCT02725593,"['D68.51', 'E08.00', 'E88.81']"
NCT02726113,"['A18.14', 'D51.0']"
NCT02726178,"['B01.9', 'G47.30', 'H01.9', 'P29.12', 'T81.503']"
NCT02726581,['C90.02']
NCT02726971,"['A39.1', 'N85.6', 'N98.0']"
NCT02728050,"['C90.10', 'C94.6', 'D47.1']"
NCT02728102,"['B08.010', 'C90.00', 'C90.02', 'E70.330', 'T86.00']"
NCT02728258,"['A04.71', 'F20.3', 'N85.00']"
NCT02728752,['M33.00']
NCT02729545,"['E28.2', 'H26.131']"
NCT02729701,['C43.52']
NCT02729896,['C81.00']
NCT02730299,"['C81.00', 'C83.50', 'C90.10', 'C94.6', 'P61.0']"
NCT02730546,['I86.4']
NCT02730793,['E84.0']
NCT02731131,['A51.45']
NCT02731638,"['A18.52', 'C69.10', 'E08.621', 'E50.2']"
NCT02731690,"['D56.4', 'G72.0', 'G72.41', 'S76.101']"
NCT02732015,['G47.22']
NCT02732327,"['C96.0', 'D70.0']"
NCT02732587,['Z59.4']
NCT02732639,['A51.45']
NCT02732912,"['F10.182', 'R29.6']"
NCT02733042,"['A07.0', 'A87.2', 'C22.0', 'C81.00', 'C82.00', 'C88.0', 'D68.312', 'D69.3', 'I89.0', 'T36.0']"
NCT02733185,"['E08.00', 'I21.01']"
NCT02733588,"['A01.09', 'A21.3', 'D55.1', 'E08.641', 'E16.3', 'E34.1', 'K95.81']"
NCT02733627,['Z76.2']
NCT02733757,"['H18.811', 'I44.0']"
NCT02734004,"['C43.52', 'D70.1', 'E28.0', 'I86.4', 'M83.5']"
NCT02734290,"['C43.52', 'E28.0', 'E70.320', 'L51.2', 'T50.7', 'Z29.11']"
NCT02734433,"['F80.0', 'G47.22', 'T63.081']"
NCT02735200,['E55.9']
NCT02735239,"['C22.0', 'C81.00', 'D51.1', 'D70.1', 'G93.82', 'I85.00', 'Z29.11']"
NCT02735473,['A69.22']
NCT02736188,"['D56.4', 'G72.0', 'S76.101']"
NCT02736409,['K20.0']
NCT02736578,['C25.3']
NCT02736617,"['A04.71', 'D46.0']"
NCT02736890,"['A17.81', 'B96.21', 'E08.610', 'Z30.8']"
NCT02736968,"['A06.0', 'A06.7', 'A07.1', 'A19.0', 'E09.00', 'O24.410', 'T37.2']"
NCT02737306,"['A18.17', 'C71.7']"
NCT02737358,"['C90.02', 'F10.20', 'F17.200', 'F17.220', 'O99.330', 'Y36.810']"
NCT02737475,['G47.22']
NCT02737748,"['B01.9', 'Z00.5']"
NCT02737930,"['D80.2', 'G45.0', 'G46.3', 'H47.511', 'H53.461']"
NCT02738203,"['M96.621', 'Z30.8']"
NCT02738450,"['G31.84', 'Q90.9']"
NCT02739100,['N18.6']
NCT02739594,['C90.02']
NCT02739698,"['E28.0', 'K65.1']"
NCT02740114,"['C00.0', 'D70.1', 'F44.4', 'H05.331', 'L08.0', 'P04.1']"
NCT02740127,"['A50.44', 'C00.0', 'H18.811', 'T82.01']"
NCT02740335,"['D51.0', 'D68.52', 'D68.62', 'H05.331', 'O13.1', 'O35.7']"
NCT02740543,"['C82.50', 'D61.810', 'J45.20', 'R06.02']"
NCT02740582,"['D37.01', 'F10.11']"
NCT02741128,['B08.010']
NCT02741310,['Z76.2']
NCT02741323,"['A02.0', 'A07.0', 'K85.02']"
NCT02741570,['D70.1']
NCT02741596,['D56.4']
NCT02742441,['L40.0']
NCT02742766,"['R94.113', 'Y38.0', 'Z76.2']"
NCT02743351,"['C22.0', 'C83.50', 'C90.10', 'C94.6', 'C96.0', 'D46.1', 'D89.810', 'D89.811', 'E70.330', 'T86.00']"
NCT02743364,['B25.2']
NCT02743377,"['A17.0', 'Y93.6']"
NCT02743494,['G47.22']
NCT02743611,"['C43.0', 'C90.10', 'C94.6']"
NCT02743819,['C43.0']
NCT02743871,"['A06.1', 'L20.0', 'Z76.2']"
NCT02743897,['N18.6']
NCT02744430,"['F45.41', 'H04.531', 'H31.311', 'N13.1', 'T82.855']"
NCT02744534,"['A18.14', 'B38.81', 'O09.811']"
NCT02744612,"['A04.71', 'D46.0']"
NCT02745080,"['D47.2', 'L40.51']"
NCT02746991,"['A67.1', 'C10.3', 'H44.119']"
NCT02748213,['C43.52']
NCT02748317,"['A17.81', 'F30.10', 'Q05.9', 'T81.505']"
NCT02748356,"['A17.81', 'F30.10', 'Q05.9']"
NCT02748564,['C43.0']
NCT02748694,"['F20.5', 'K12.31', 'Z76.2']"
NCT02749227,"['C75.1', 'F94.0', 'I25.6']"
NCT02749617,['G44.82']
NCT02749968,"['G89.11', 'M48.40']"
NCT02750215,"['C00.0', 'D70.1']"
NCT02750332,"['E70.21', 'T36.0', 'Y99.2']"
NCT02750345,"['E70.21', 'T36.0', 'Y99.2']"
NCT02750514,['G47.22']
NCT02750618,['E83.31']
NCT02750709,"['E70.21', 'Y99.2']"
NCT02751359,['F45.41']
NCT02751528,"['B08.010', 'C43.52', 'C81.09', 'C96.0', 'D70.1', 'G47.21', 'G47.22']"
NCT02752087,['Z76.2']
NCT02752685,['C43.52']
NCT02753127,"['A04.0', 'A07.0', 'A18.83', 'A21.3', 'C96.0', 'D70.1', 'H18.52']"
NCT02753530,['G72.41']
NCT02753595,"['B08.21', 'C43.52', 'G47.32', 'L51.2']"
NCT02753881,['D70.1']
NCT02754141,['C00.0']
NCT02754596,['B73.02']
NCT02754726,['C25.3']
NCT02754830,['G30.9']
NCT02754856,"['C22.0', 'D70.1', 'R19.00']"
NCT02755116,"['R11.0', 'R11.14']"
NCT02756364,"['C96.0', 'K12.31']"
NCT02756572,"['A04.71', 'C00.0', 'C92.50', 'C94.6', 'D46.0', 'D46.20']"
NCT02756611,"['A87.2', 'D46.0', 'D68.52', 'P59.3', 'Q93.3']"
NCT02756624,['Z76.2']
NCT02756650,"['A01.04', 'A18.17', 'D69.3', 'H01.9']"
NCT02756845,['G47.22']
NCT02757625,['T88.52']
NCT02757872,"['A07.0', 'D51.0', 'E63.0', 'G93.2']"
NCT02757885,"['A18.17', 'T86.00']"
NCT02757898,"['D46.0', 'D50.0', 'E87.71']"
NCT02758171,['Z76.2']
NCT02758613,['Z76.2']
NCT02758626,['G40.001']
NCT02758717,['C81.00']
NCT02759120,"['A21.2', 'J84.112', 'Z16.30']"
NCT02759575,['D70.1']
NCT02759731,"['A06.1', 'A18.17', 'A44.0', 'D89.811', 'M05.10']"
NCT02759835,"['A06.5', 'A18.17', 'C96.0', 'D68.311', 'D68.51', 'D68.52', 'N52.37']"
NCT02760407,"['A18.4', 'M05.10']"
NCT02760433,['M05.10']
NCT02760485,"['C81.00', 'C82.50', 'C83.39', 'D46.0', 'D68.51', 'P59.3']"
NCT02760498,"['A06.7', 'G47.22']"
NCT02761057,"['C22.0', 'D70.1', 'H10.411']"
NCT02761694,['D70.1']
NCT02761915,"['A39.1', 'C96.4', 'D46.0', 'T50.7', 'W17.82', 'Z29.11']"
NCT02761980,"['A01.00', 'D61.810']"
NCT02761993,['E08.630']
NCT02762266,['P59.20']
NCT02762513,['C22.0']
