subdir,checkpoint,roc_auc_mean,roc_auc_std,f1_mean,f1_std,pr_auc_mean,pr_auc_std,precision_mean,precision_std,accuracy_mean,accuracy_std
mse_all,all_0.72_0.02_student_2.ckpt,0.6497119134369262,0.0068157189798697055,0.7491808681018101,0.0061777110019052665,0.7506089741277178,0.007550657701076477,0.6689534925330454,0.007895354721022875,0.6431625786846105,0.007128223229928593
mse_all,all_0.72_0.02_teacher_2.ckpt,0.6369868478843562,0.009685070420491802,0.7479391524174518,0.006156432343372449,0.7395205399970864,0.009315075482312278,0.6729354671437331,0.008162397497645997,0.6448013891903626,0.00757427799821444
mse_all,all_0.74_0.02_student_3.ckpt,0.6478816127962572,0.006876399598631602,0.7371648761961109,0.005749171718809852,0.7456636818827993,0.0079133516409708,0.6892797329316098,0.007488799502972499,0.646342522248752,0.006005611326298493
mse_all,all_0.74_0.02_teacher_3.ckpt,0.6373646328227236,0.010401331067978414,0.7352520221578873,0.006338155592069155,0.7418019568610273,0.01009069798590674,0.6870715393562412,0.008601675434827035,0.6435098762752334,0.007188054378926696
mse_all,all_0.76_0.02_student_4.ckpt,0.6491857119316673,0.007247887530804964,0.7352648235856303,0.006862777944568148,0.750591222058822,0.00828767730607919,0.6910674950637115,0.00805937646133453,0.6458975472107663,0.00726790581228442
mse_all,all_0.76_0.02_teacher_4.ckpt,0.6392721071870119,0.0084304646318278,0.7397824251322356,0.0061177265172101675,0.7445856782765513,0.009094421389307668,0.6734434310798455,0.008543466598830042,0.6385717386585629,0.007222262208854232
mse_all,all_0.78_0.02_student_5.ckpt,0.6464650242466579,0.006818984469209311,0.7422787983908322,0.00565983558242245,0.7479718219788548,0.008080258006443861,0.6812912349977653,0.007243452701942756,0.6455936618189712,0.0058698345848352575
mse_all,all_0.78_0.02_teacher_5.ckpt,0.6387422396134979,0.009485767705542802,0.7391667705138907,0.006335639293790791,0.7382923062557322,0.009921436103696623,0.677974252838514,0.008958448162875124,0.6410028217929237,0.007384509449843981
mse_all,all_0.7_0.02_student_1.ckpt,0.6468810017509188,0.006655739777626454,0.7614279716768295,0.0062496510761985095,0.7444793355935201,0.007977945226403459,0.6482323731511779,0.007843358823070188,0.6380942044714566,0.007929443409101532
mse_all,all_0.7_0.02_student_10.ckpt,0.6391867623417016,0.008635528312132313,0.7376601397293999,0.0070355676365485,0.7399432369060135,0.009945925336770066,0.6843995390571029,0.008331717128786678,0.6438246147167355,0.007677303451823466
mse_all,all_0.7_0.02_teacher_1.ckpt,0.6334204076820523,0.00900312155575305,0.7569575273705101,0.006064360892541813,0.7355591739648197,0.009386850957961414,0.6515614640609678,0.007858026643999105,0.6369654873019319,0.0075655954834032615
mse_all,all_0.7_0.02_teacher_10.ckpt,0.6412030145336554,0.008560563510738169,0.7246475860227808,0.006484102317065258,0.737067947284338,0.010043116611972346,0.6842491704053076,0.008269479573704833,0.6336118949424789,0.006850148882587173
mse_all,all_0.7_0.0_student_1.ckpt,0.6198667209820451,0.007468753952635891,0.7574646079533605,0.006043580551370453,0.7246824646481049,0.008562012185162898,0.6474933228872028,0.0077318976886127265,0.634197959626655,0.007594304722648255
mse_all,all_0.7_0.0_student_10.ckpt,0.6432684960711725,0.010448801167982628,0.7376961413399361,0.007018156374772085,0.7419407697413868,0.010106171413211228,0.6881943446464305,0.008792220036212915,0.6461254612546126,0.0078009498712054695
mse_all,all_0.7_0.0_student_2.ckpt,0.6347549184698789,0.008980616158144801,0.7499800249636247,0.006599244221340662,0.7343086512337108,0.00897803750190163,0.6622859516325577,0.008266080025057878,0.6391795094421534,0.008013373339185184
mse_all,all_0.7_0.0_student_3.ckpt,0.6409298755655695,0.008866307051187485,0.7262195434272126,0.008146363897766901,0.7383868481815611,0.008563416193086657,0.6867534551647481,0.00968420112420836,0.6363251573692208,0.00873504656463392
mse_all,all_0.7_0.0_student_4.ckpt,0.646683111174833,0.009245953998917452,0.7383293185316813,0.008018216273793777,0.7444895978940215,0.00897279503144584,0.6773084718993595,0.009383008759100345,0.639950075971348,0.008956199391762194
mse_all,all_0.7_0.0_student_5.ckpt,0.643400074745639,0.008880706747469056,0.7338329961581007,0.0075345126449941294,0.7430513415597655,0.009303647270294604,0.6769771717295976,0.009131327380217125,0.6361949207727371,0.0082652867732379
mse_all,all_0.7_0.0_student_6.ckpt,0.6439224391166235,0.009680397824265217,0.7283042234415648,0.007302076056028083,0.7426326063200037,0.009754718381465983,0.687451968070714,0.008919700880230188,0.6383329715650098,0.007720966657236182
mse_all,all_0.7_0.0_student_7.ckpt,0.6387807318206324,0.009411635823533774,0.7261286245492677,0.006677476681809754,0.7369181189518572,0.00967813077998241,0.6885742371857464,0.008149008926141971,0.6373236379422618,0.0066854345728790095
mse_all,all_0.7_0.0_student_8.ckpt,0.6449460285544997,0.010101384151181392,0.7262807307676801,0.007292994714919777,0.7409883438273795,0.01012760943904707,0.6943823595688869,0.009067619109337217,0.6407857607987846,0.007788195656749682
mse_all,all_0.7_0.0_student_9.ckpt,0.6425841698415834,0.010019712979444576,0.7262621172298743,0.007231267620487402,0.7387646645553656,0.009987311674810866,0.6926186468242544,0.008819897089169797,0.6397655741263296,0.007826666844597294
mse_all,all_0.7_0.0_teacher_1.ckpt,0.619275189764606,0.009331290831904123,0.7538290257257809,0.006626716781613309,0.7233958990489906,0.009344313033030507,0.652198127342327,0.008033809137081495,0.6348817017581939,0.008320800419280796
mse_all,all_0.7_0.0_teacher_10.ckpt,0.6333473714960115,0.009755789628887818,0.7269419945253123,0.006599695030218511,0.7324511096202879,0.010106928778860215,0.6863336134042226,0.00854559348574013,0.6366073366616021,0.007107968746949555
mse_all,all_0.7_0.0_teacher_2.ckpt,0.6303997516552652,0.00949465274558681,0.7518595928135531,0.006619506973203036,0.7325859996312352,0.008813168560262435,0.6685032418310841,0.008362797188904569,0.6450510093336227,0.007945996434742593
mse_all,all_0.7_0.0_teacher_3.ckpt,0.6343418764312119,0.00894864539731473,0.7270073514433679,0.006463170979922261,0.7360142382761481,0.009223316033746874,0.6847387840995738,0.00885446653427407,0.6356956804862166,0.007195260926456806
mse_all,all_0.7_0.0_teacher_4.ckpt,0.6334642364196984,0.009258366732500403,0.734546781055639,0.006887161563018851,0.7353409310432046,0.009986357486107447,0.6826281094567184,0.00869522981234219,0.6402756674625569,0.0076119657401321145
mse_all,all_0.7_0.0_teacher_5.ckpt,0.6360917039180763,0.009339156689747134,0.7316343309477366,0.007113348393946103,0.7344982140587806,0.00982723992857113,0.6814055782404551,0.008676262789497794,0.63725851964402,0.0075789030514686545
mse_all,all_0.7_0.0_teacher_6.ckpt,0.638694798116351,0.008851532135945299,0.7276399944211847,0.006827405405339275,0.7375924824874611,0.009813997936624554,0.687148701667239,0.008716770628646914,0.6376383763837639,0.007162157666789419
mse_all,all_0.7_0.0_teacher_7.ckpt,0.6374074333794157,0.010016335376385093,0.7262251421016387,0.00698362018594478,0.7330836328343093,0.01038188662523937,0.6874629556659714,0.008782006362541447,0.6367375732580857,0.007522807668675464
mse_all,all_0.7_0.0_teacher_8.ckpt,0.6374311546402567,0.009631003950379332,0.7186439854019134,0.007446933601417072,0.7349327156817307,0.010509778985123546,0.6900846369927025,0.009431517781128893,0.6325157369220751,0.007978578727525743
mse_all,all_0.7_0.0_teacher_9.ckpt,0.6360125995117115,0.009787928547552591,0.7259926631597738,0.006990373470128576,0.7321789843683695,0.010395998222613235,0.6920125418805766,0.00893148178937346,0.6392120685912741,0.007259148924857558
mse_all,all_0.8200000000000001_0.02_student_7.ckpt,0.6397607045258507,0.006881397917048047,0.7251251124865441,0.006588062138525192,0.7398953293264835,0.00898898146013556,0.694330430174784,0.008170589315513932,0.6398741046233992,0.006742495891234053
mse_all,all_0.8200000000000001_0.02_teacher_7.ckpt,0.6404965848126858,0.009189081146641217,0.737762370104194,0.005960217464280228,0.7367706690986335,0.00958349431910453,0.6772083673361018,0.00832721100668247,0.6394074234859997,0.0068485667548056515
mse_all,all_0.8400000000000001_0.02_student_8.ckpt,0.6380009226731878,0.007758195252867137,0.7303618577560452,0.0062491432583935795,0.7379324395273967,0.009425994590914167,0.6882891121545833,0.007813165067140183,0.6404276101584545,0.006129994244576465
